PART NUMBER,GROUP,CUST PRICE,RET PRICE,CATEGORY
001302,PRICEGROUP3,36.3609,81.8109,3030
001302,PRICEGROUP4,40.9055,81.8109,3020
001302,PRICEGROUP5,44.3137,81.8109,3010
001302,PRICEGROUP6,32.9518,81.8109,3031
001302,PRICEGROUP7,40.9055,81.8109,3021
001400,PRICEGROUP1,35.5907,88.3627,3050
001400,PRICEGROUP2,35.5907,88.3627,3040
001400,PRICEGROUP3,39.2728,88.3627,3030
001400,PRICEGROUP4,44.1814,88.3627,3020
001400,PRICEGROUP5,47.8625,88.3627,3010
001400,PRICEGROUP6,35.5907,88.3627,3031
001400,PRICEGROUP7,44.1814,88.3627,3021
001401,PRICEGROUP1,32.9518,81.8109,3050
001401,PRICEGROUP2,32.9518,81.8109,3040
001401,PRICEGROUP3,36.3609,81.8109,3030
001401,PRICEGROUP4,40.9055,81.8109,3020
001401,PRICEGROUP5,44.3137,81.8109,3010
001401,PRICEGROUP6,32.9518,81.8109,3031
001401,PRICEGROUP7,40.9055,81.8109,3021
001410,PRICEGROUP1,35.5907,88.3627,3050
001410,PRICEGROUP2,35.5907,88.3627,3040
001410,PRICEGROUP3,39.2728,88.3627,3030
001410,PRICEGROUP4,44.1814,88.3627,3020
001410,PRICEGROUP5,47.8625,88.3627,3010
001410,PRICEGROUP6,35.5907,88.3627,3031
001410,PRICEGROUP7,44.1814,88.3627,3021
001420,PRICEGROUP1,32.9518,81.8109,3050
001420,PRICEGROUP2,32.9518,81.8109,3040
001420,PRICEGROUP3,36.3609,81.8109,3030
001420,PRICEGROUP4,40.9055,81.8109,3020
001420,PRICEGROUP5,44.3137,81.8109,3010
001420,PRICEGROUP6,32.9518,81.8109,3031
001420,PRICEGROUP7,40.9055,81.8109,3021
001421,PRICEGROUP1,28.2268,71.181,3050
001421,PRICEGROUP2,28.2268,71.181,3040
001421,PRICEGROUP3,31.9083,71.181,3030
001421,PRICEGROUP4,35.5905,71.181,3020
001421,PRICEGROUP5,39.2777,71.181,3010
001421,PRICEGROUP6,28.2268,71.181,3031
001421,PRICEGROUP7,35.5905,71.181,3021
001440,PRICEGROUP1,52.7702,117.8169,3050
001440,PRICEGROUP2,52.7702,117.8169,3040
001440,PRICEGROUP3,56.4579,117.8169,3030
001440,PRICEGROUP4,60.1337,117.8169,3020
001440,PRICEGROUP5,63.8214,117.8169,3010
001440,PRICEGROUP6,52.7725,117.8169,3031
001440,PRICEGROUP7,60.0866,117.8169,3021
001452,PRICEGROUP1,35.5907,88.3627,3050
001452,PRICEGROUP2,35.5907,88.3627,3040
001452,PRICEGROUP3,39.2728,88.3627,3030
001452,PRICEGROUP4,44.1814,88.3627,3020
001452,PRICEGROUP5,47.8625,88.3627,3010
001452,PRICEGROUP6,35.5907,88.3627,3031
001452,PRICEGROUP7,44.1814,88.3627,3021
001452UC,PRICEGROUP1,35.5907,88.3627,3050
001452UC,PRICEGROUP2,35.5907,88.3627,3040
001452UC,PRICEGROUP3,39.2728,88.3627,3030
001452UC,PRICEGROUP4,44.1814,88.3627,3020
001452UC,PRICEGROUP5,47.8625,88.3627,3010
001452UC,PRICEGROUP6,35.5907,88.3627,3031
001452UC,PRICEGROUP7,44.1814,88.3627,3021
001500,PRICEGROUP1,35.5907,88.3627,3050
001500,PRICEGROUP2,35.5907,88.3627,3040
001500,PRICEGROUP3,39.2728,88.3627,3030
001500,PRICEGROUP4,44.1814,88.3627,3020
001500,PRICEGROUP5,47.8625,88.3627,3010
001500,PRICEGROUP6,35.5907,88.3627,3031
001500,PRICEGROUP7,44.1814,88.3627,3021
001600,PRICEGROUP1,32.9518,81.8109,3050
001600,PRICEGROUP2,32.9518,81.8109,3040
001600,PRICEGROUP3,36.3609,81.8109,3030
001600,PRICEGROUP4,40.9055,81.8109,3020
001600,PRICEGROUP5,44.3137,81.8109,3010
001600,PRICEGROUP6,32.9518,81.8109,3031
001600,PRICEGROUP7,40.9055,81.8109,3021
001700,PRICEGROUP1,35.5907,88.3627,3050
001700,PRICEGROUP2,35.5907,88.3627,3040
001700,PRICEGROUP3,39.2728,88.3627,3030
001700,PRICEGROUP4,44.1814,88.3627,3020
001700,PRICEGROUP5,47.8625,88.3627,3010
001700,PRICEGROUP6,35.5907,88.3627,3031
001700,PRICEGROUP7,44.1814,88.3627,3021
001720,PRICEGROUP1,35.5907,88.3627,3050
001720,PRICEGROUP2,35.5907,88.3627,3040
001720,PRICEGROUP3,39.2728,88.3627,3030
001720,PRICEGROUP4,44.1814,88.3627,3020
001720,PRICEGROUP5,47.8625,88.3627,3010
001720,PRICEGROUP6,35.5907,88.3627,3031
001720,PRICEGROUP7,44.1814,88.3627,3021
001720UC,PRICEGROUP1,35.5907,88.3627,3050
001720UC,PRICEGROUP2,35.5907,88.3627,3040
001720UC,PRICEGROUP3,39.2728,88.3627,3030
001720UC,PRICEGROUP4,44.1814,88.3627,3020
001720UC,PRICEGROUP5,47.8625,88.3627,3010
001720UC,PRICEGROUP6,35.5907,88.3627,3031
001720UC,PRICEGROUP7,44.1814,88.3627,3021
001800,PRICEGROUP1,35.5874,88.3545,3050
001800,PRICEGROUP2,35.5874,88.3545,3040
001800,PRICEGROUP3,39.2692,88.3545,3030
001800,PRICEGROUP4,44.1773,88.3545,3020
001800,PRICEGROUP5,47.8581,88.3545,3010
001800,PRICEGROUP6,35.5874,88.3545,3031
001800,PRICEGROUP7,44.1773,88.3545,3021
001810,PRICEGROUP1,35.5874,88.3545,3050
001810,PRICEGROUP2,35.5874,88.3545,3040
001810,PRICEGROUP3,39.2692,88.3545,3030
001810,PRICEGROUP4,44.1773,88.3545,3020
001810,PRICEGROUP5,47.8581,88.3545,3010
001810,PRICEGROUP6,35.5874,88.3545,3031
001810,PRICEGROUP7,44.1773,88.3545,3021
001900,PRICEGROUP1,35.5874,88.3545,3050
001900,PRICEGROUP2,35.5874,88.3545,3040
001900,PRICEGROUP3,39.2692,88.3545,3030
001900,PRICEGROUP4,44.1773,88.3545,3020
001900,PRICEGROUP5,47.8581,88.3545,3010
001900,PRICEGROUP6,35.5874,88.3545,3031
001900,PRICEGROUP7,44.1773,88.3545,3021
002000,PRICEGROUP1,35.5907,88.3627,3050
002000,PRICEGROUP2,35.5907,88.3627,3040
002000,PRICEGROUP3,39.2728,88.3627,3030
002000,PRICEGROUP4,44.1814,88.3627,3020
002000,PRICEGROUP5,47.8625,88.3627,3010
002000,PRICEGROUP6,35.5907,88.3627,3031
002000,PRICEGROUP7,44.1814,88.3627,3021
002010,PRICEGROUP1,35.5907,88.3627,3050
002010,PRICEGROUP2,35.5907,88.3627,3040
002010,PRICEGROUP3,39.2728,88.3627,3030
002010,PRICEGROUP4,44.1814,88.3627,3020
002010,PRICEGROUP5,47.8625,88.3627,3010
002010,PRICEGROUP6,35.5907,88.3627,3031
002010,PRICEGROUP7,44.1814,88.3627,3021
002030,PRICEGROUP1,32.9518,81.8109,3050
002030,PRICEGROUP2,32.9518,81.8109,3040
002030,PRICEGROUP3,36.3609,81.8109,3030
002030,PRICEGROUP4,40.9055,81.8109,3020
002030,PRICEGROUP5,44.3137,81.8109,3010
002030,PRICEGROUP6,32.9518,81.8109,3031
002030,PRICEGROUP7,40.9055,81.8109,3021
002100,PRICEGROUP1,32.9518,81.8109,3050
002100,PRICEGROUP2,32.9518,81.8109,3040
002100,PRICEGROUP3,36.3609,81.8109,3030
002100,PRICEGROUP4,40.9055,81.8109,3020
002100,PRICEGROUP5,44.3137,81.8109,3010
002100,PRICEGROUP6,32.9518,81.8109,3031
002100,PRICEGROUP7,40.9055,81.8109,3021
002106,PRICEGROUP1,32.9518,81.8109,3050
002106,PRICEGROUP2,32.9518,81.8109,3040
002106,PRICEGROUP3,36.3609,81.8109,3030
002106,PRICEGROUP4,40.9055,81.8109,3020
002106,PRICEGROUP5,44.3137,81.8109,3010
002106,PRICEGROUP6,32.9518,81.8109,3031
002106,PRICEGROUP7,40.9055,81.8109,3021
002116,PRICEGROUP1,32.9518,81.8109,3050
002116,PRICEGROUP2,32.9518,81.8109,3040
002116,PRICEGROUP3,36.3609,81.8109,3030
002116,PRICEGROUP4,40.9055,81.8109,3020
002116,PRICEGROUP5,44.3137,81.8109,3010
002116,PRICEGROUP6,32.9518,81.8109,3031
002116,PRICEGROUP7,40.9055,81.8109,3021
002136,PRICEGROUP1,32.9518,81.8109,3050
002136,PRICEGROUP2,32.9518,81.8109,3040
002136,PRICEGROUP3,36.3609,81.8109,3030
002136,PRICEGROUP4,40.9055,81.8109,3020
002136,PRICEGROUP5,44.3137,81.8109,3010
